Kecamatan,NPSN,Nama_sekolah,Jenjang,Status,Alamat lengkap,,Telepon,SPP,,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,Pendidik,Tenaga Kependidikan,Gaji Guru,Kurikulum,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Pimpinan Yayasan,PIC/Operator,Nomor Telepon_yayasan,Tanggal SK Pendirian,Umur,Tanggal SK Operasional,Sumber Listrik,meter listrik,luas tanah,harga_listrik_per_bulan,Harga Tanah Pasaran per kecamatan,By power (jumlah siswa * spp),alamat lengkap,estimasi harga tanah sekolah,Website,is_website,is_agama,is_surabaya,Telepon_sekolah,Nama_Kepsek,Nama_Operator_Sekolah,Email_sekolah,average peserta didik yayasan,Lintang,Bujur
KEC. GENTENG,20560484,TK WILDANI,TK,SWASTA,"Jl. Keputran Kejambon I/72 Surabaya, Embong Kaliasin, Kec. Genteng, Kota Surabaya, Jawa Timur",315045083,031315045083,,,A,94,5,5,1,6,0,0,5,2,,Kurikulum Merdeka,AB4681,Yayasan Persyada Al Haromain Surabaya,5,3,"Drs. H. Soehardjoepri, M.Si","Halimatus Sa'diyah, S.Pd",318288067,2012,13,2025,PLN,1300,500,530400000,27590000,,"Jl. Jemur Ngawinan No. 54 B, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa Timur",13795000000,-,0,0,1,315320941,Noer Wayah,Jazilatur Rochmah,wildanikeputransby@gmail.com,209,,
KEC. BENOWO,20557429,SD MUJAHIDIN 2,SD,SWASTA,"Jl. Griya Citra Asri Rm 18/19, Sememi, Kec. Benowo, Kota Surabaya, Jawa Timur",315045004,031315045004,,,A,329,12,17,3,12,1,1,17,12,,Kurikulum Merdeka,AL9015,Yayasan Masjid Mujahidin,4,3,Hasyim Yahya,Irfak Yahya,313294516,2008,17,2021,PLN,6000,670,2448000000,5090000,,"Jl. Alas Malang No 58, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",3410300000,http://www.tidakadawebsite.com,1,0,1,317411775,Suhadak,RIZKI DWI SAPUTRO,sdsmujahidin2sby@gmail.com,259,-7.257900,112.64640
KEC. WONOCOLO,20532876,SD TAQUMA,SD,SWASTA,"Jl. Jemur Ngawinan No. 54 B, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315045006,031315045006,,,A,330,12,18,3,18,1,1,18,9,,Kurikulum Merdeka,AH1095,TAQWIMUL UMMAH,1,1,Drs. ACHMAD SJARIF,LUTHFIYAH,318415695,2012,13,2023,PLN,16000,1054,6528000000,8020000,,"Jl. Raya Benowo No. 1-3 Surabaya, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",8453080000,http://sdtaquma.sch.id,1,0,1,318415695,Nur Rohmatul Izzah,Jamilah,sd.taquma@gmail.com,330,#N/A,#N/A
KEC. SAMBI KEREP,20533043,SD ISLAM AL AZHAR 11 SURABAYA,SD,SWASTA,"Jl. Alas Malang No 58, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315045008,031315045008,,,A,334,14,27,2,18,0,1,27,19,1100000,Kurikulum Internasional,AN2186,YAYASAN PESANTREN ISLAM AL AZHAR CABANG JAWA TIMUR,6,4,"Bambang Tutuko, SE, MM, CFP","Rosallina,A.Md",5922205,2001,24,2024,PLN,197000,6840,80376000000,12350000,,"Jl. Petemon V No. 81 Surabaya, Petemon, Kec. Sawahan, Kota Surabaya, Jawa Timur",84474000000,http://www.alazhar-jatim.sch.id,1,1,1,315982608,Hanifah Yunita,Rizky Nur Wachid,sdi.alazhar11@gmail.com,184,-7.267100,112.63680
KEC. PAKAL,20532113,SMAS WIJAYA PUTRA,SMA,SWASTA,"Jl. Raya Benowo No. 1-3 Surabaya, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",315045087,031315045087,600000,,A,374,12,22,3,12,6,1,21,3,,Kurikulum Merdeka,AH1380,YAYASAN INSAN INDONESIA MANDIRI,3,3,"Dr. INDRA PRASETYO, MM.",AGUS BUDI RAHAYU,317413061,1992,33,2022,PLN & DIESEL,250000,4000,102000000000,5700000,,"Jl. Florence J-4 No.31, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",22800000000,http://www.wijayaputra.sch.id,1,0,1,317451241,Andri Priyono Djoko Sembodo,Arief Al Jauhari,sma@wijayaputra.sch.id,363,-7.244100,112.63220
KEC. SAWAHAN,20562017,TK MATAHARI TERBIT,TK,SWASTA,"Jl. Petemon V No. 81 Surabaya, Petemon, Kec. Sawahan, Kota Surabaya, Jawa Timur",315045088,031315045088,,,A,159,8,8,1,9,0,1,8,9,,Kurikulum Merdeka,AL6824,PPKKBHS,1,1,dr. ARDI RINIPTO,SITI KHOLIFAH,031 8674367,2012,13,2023,PLN,1300,186,530400000,16040000,,"Jl. Rungkut Asri No.24, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",2983440000,-,0,0,1,315348923,YENI WAHYU DWI ASIH,Indah ayu ningrum,tkmatahariterbit@gmail.com,159,,
KEC. MULYOREJO,69763468,KB ISLAM AL AZHAR 15,KB,SWASTA,"Jl. Florence J-4 No.31, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315045089,031315045089,,,B,59,4,4,1,4,1,1,4,3,750000,Kurikulum Internasional,AN2186,YAYASAN PESANTREN ISLAM AL AZHAR CABANG JAWA TIMUR,6,4,"Bambang Tutuko, SE, MM, CFP","Rosallina,A.Md",5922205,2014,11,2017,PLN,60000,0,2448000000,15750000,,"Jl. Florence J-04 No.31, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",0,http://www.alazhar-jatim.sch.id,1,1,1,315922205,QUSNUL SUTIARA,Thalia Ishmatnigtyas,alazharjatim@yahoo.com,184,,
KEC. RUNGKUT,69930354,TK AL-MAGHFIRAH,TK,SWASTA,"Jl. Rungkut Asri No.24, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",315045090,031315045090,,,B,47,5,5,1,5,0,1,5,6,,Kurikulum Merdeka,AK3035,AL-MAGHFIRAH,2,2,Ir. H. Moch Nadjib,ZEHROTUL AFIYAH,031-8722393,2015,10,2024,PLN,0,3000,0,7760000,,"Banyu Urip Kidul Ii / 37, Banyu Urip, Kec. Sawahan, Kota Surabaya, Jawa Timur",23280000000,-,0,1,1,81216444966,Dini Sulistyorini,Tyas Qomariyah,tyasqomariyah8@gmail.com,47,,
KEC. MULYOREJO,20558850,TKS ISLAM AL AZHAR 15,TK,SWASTA,"Jl. Florence J-04 No.31, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315045091,031315045091,,,A,110,7,7,1,7,0,1,7,8,,Kurikulum Internasional,AN2186,YAYASAN PESANTREN ISLAM AL AZHAR CABANG JAWA TIMUR,6,4,"Bambang Tutuko, SE, MM, CFP","Rosallina,A.Md",5922205,2001,24,2017,PLN,65000,0,0,15750000,,"Simo Kalangan 1/146, Simomulyo, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",0,http://www.alazhar-jatim.sch.id,1,1,1,315922205,CATUR PRASETIANINGSIH,Al azhar 15,alazharjatim@yahoo.com,184,,
KEC. SAWAHAN,20532636,SMP ANTARTIKA SURABAYA,SMP,SWASTA,"Banyu Urip Kidul Ii / 37, Banyu Urip, Kec. Sawahan, Kota Surabaya, Jawa Timur",315045010,031315045010,,,A,336,10,14,4,10,3,1,14,3,,Kurikulum Merdeka,AB4903,YAYASAN PENDIDIKAN WAHYUHANA SURABAYA,3,3,H. DASIRUN,BENY SETIAWAN,5670346,1985,40,2021,PLN,7700,1400,3141600000,16040000,,"Jl. Alam Sambi Tirta Barat Iii/2 Blok C3-B No.1 Perumahan Alam Galaxy Surabaya, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",22456000000,-,0,0,1,5664836,Eka Novitariya,BAGUS ANANG MA'RUF,smpantartika@yahoo.com,408,-7.274411,112.72390
KEC. SUKOMANUNGGAL,20531857,SD AL HIKMAH,SD,SWASTA,"Simo Kalangan 1/146, Simomulyo, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315045011,031315045011,,,A,337,13,11,2,13,1,1,11,8,,Kurikulum Merdeka,AB4869,YAYASAN MASJID BAITUL HUDA SURABAYA,3,3,"M. ISRONI HARIYANTO, SH",MUHAMMAD RIFQI YUDIAS,(031) 5689464,2011,14,2020,PLN,1200,693,489600000,13750000,,"Jl. Pakuwon Golf Dan Family Club Villa Bukit Regency, Pakuwon Indah , Lontar, S, Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",9528750000,-,0,1,1,315560218,Nuzuliyah,LILIK MASLICHATI,sdalhikmahsukomanunggal@gmail.com,190,-7.268500,112.70940
KEC. SAMBI KEREP,20584018,SD SURABAYA CAMBRIDGE SCHOOL,SPK SD,SWASTA,"Jl. Alam Sambi Tirta Barat Iii/2 Blok C3-B No.1 Perumahan Alam Galaxy Surabaya, Sambikerep, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315045014,031315045014,,,B,338,18,26,3,18,2,1,26,10,,Kurikulum Internasional,AI7364,Yayasan Pelita Kasih Sejati,3,3,Diana Sutanto,Nur Kholis,57431273,2011,14,2022,PLN,84247,1140,34372776000,12350000,,"Manyar Kartika Timur No. 6, Menur Pumpungan, Kec. Sukolilo, Kota Surabaya, Jawa Timur",14079000000,-,0,0,1,3157431273,DESIE BALDEVARONA COCA,Siti Kholifah,surabayacambridge@gmail.com,275,-7.272200,112.65500
KEC. SAMBI KEREP,90101090,TK SURABAYA EUROPEAN SCHOOL,SPK TK,SWASTA,"Jl. Pakuwon Golf Dan Family Club Villa Bukit Regency, Pakuwon Indah , Lontar, S, Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315045095,031315045095,,,A,11,0,4,2,0,0,0,4,2,,Kurikulum Internasional,AI7376,Surabaya European School,5,5,Aulia Widya Esti,Tatiek Christanti Patsari,317391751,2009,16,2020,PLN & DIESEL,16000,0,6528000000,12350000,,"Simpang Darmo Permai Utara Vii/11 Surabaya, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",0,http://www.surabayaeuropeanschool.com,1,0,1,317391754,Amalia Fadilla Rachma,Masthuro Hariyani,admintk@surabayaeuropeanschool.com,127,,
KEC. SUKOLILO,69763357,TK KRISTEN ANAK BANGSA,TK,SWASTA,"Manyar Kartika Timur No. 6, Menur Pumpungan, Kec. Sukolilo, Kota Surabaya, Jawa Timur",315045096,031315045096,,,B,10,2,2,2,4,0,1,2,2,,Kurikulum Internasional,AK3090,Yayasan Pendidikan Anak Bangsa Surabaya,5,5,"Jeffry Johannes, S.E.",Wahyu Sukmaning Arum,031-5949619,2011,14,2025,PLN,36000,0,14688000000,12000000,,"Jl. Kyai Abdul Karim 2 Surabaya, Rungkut Menanggal, Kec. Gununganyar, Kota Surabaya, Jawa Timur",0,http://www.sab.sch.id,1,1,1,315949619,CHRISTINA WIDJAJA,Lie Tjia,pg_kg@sab.sch.id,45,,
KEC. DUKUH PAKIS,20532787,SMP KATOLIK KARITAS III,SMP,SWASTA,"Simpang Darmo Permai Utara Vii/11 Surabaya, Pradahkali Kendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315045015,031315045015,,,A,339,11,16,4,11,3,1,16,4,,Kurikulum Merdeka,AN2291,YOHANNES GABRIEL,38,5,Drs. Cornelius Triwidya Tjahja Utama,ERIC LEON LOUHENAPESSY,031-99535811,1984,41,2021,PLN,66000,2537,26928000000,24000000,,"Jl. Parang Klitik No.2, Kemayoran, Kec. Krembangan, Kota Surabaya, Jawa Timur",60888000000,-,0,1,1,317318128,Andreas Eko Willyanto,Prahestiayu R.D,smpkkaritasiiisurabaya@gmail.com,149,,
KEC. GUNUNGANYAR,20541306,SMP AL AMIN,SMP,SWASTA,"Jl. Kyai Abdul Karim 2 Surabaya, Rungkut Menanggal, Kec. Gununganyar, Kota Surabaya, Jawa Timur",315045016,031315045016,,,A,339,11,16,2,11,2,1,16,8,,Kurikulum Merdeka,AH1152,YAYASAN TAMAN PENDIDIKAN AL-AMIN,4,4,"H. MAS'UDI, SE",Achmad Azmi Musyadad,8712637,1980,45,2018,PLN,36000,448,14688000000,4900000,,"Pondok Benowo Indah, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",2195200000,http://spalmin.blogspot.com,0,1,1,318709142,Zainal Achson,Achmad Rizal,alaminsekolah@gmail.com,247,-7.338400,112.76870
KEC. KREMBANGAN,20532178,SMKS KAWUNG 1 SURABAYA,SMK,SWASTA,"Jl. Parang Klitik No.2, Kemayoran, Kec. Krembangan, Kota Surabaya, Jawa Timur",315045017,031315045017,,,B,339,12,23,3,21,4,2,23,16,,Kurikulum Merdeka,AE6829,YAYASAN HARAPAN SENTOSA,10,6,ARDHANI BUDI PRIBADI,Drs. MUFLIH BAGIYONO,315615787,1996,29,2014,PLN,13000,1600,5304000000,9840000,,"Jl. Niaga Dalam No.5, Krembangan Selatan, Kec. Krembangan, Kota Surabaya, Jawa Timur",15744000000,http://smkkawung1sby.com,1,0,1,313559146,Kusmardianto,Junaidi,smkkawung1@gmail.com,124,,
KEC. PAKAL,20531938,SD AL KAUTSAR,SD,SWASTA,"Pondok Benowo Indah, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",315045018,031315045018,,,A,340,12,21,2,12,2,1,21,6,,Kurikulum Merdeka,AH1338,Yayasan Al Kautsar PBI,1,1,"Wijiyanto, SE., M.Si",VENI NURDIANENGSEH,317420578,2008,17,2021,PLN,62999,1084,25703592000,5700000,,"Jl. Simolawang Baru No.25-27 , Simokerto, Kec. Simokerto, Kota Surabaya, Jawa Timur",6178800000,http://www.sd-alkautsar.sch.id,1,1,1,3199165896,Inarni,VENI NURDIANENGSEH,sdsalkautsarpakal@gmail.com,340,,
KEC. KREMBANGAN,20532637,SMP KATOLIK ANGELUS CUSTOS,SMP,SWASTA,"Jl. Niaga Dalam No.5, Krembangan Selatan, Kec. Krembangan, Kota Surabaya, Jawa Timur",315045101,031315045101,1000000,,A,380,14,32,6,24,3,1,32,6,,Kurikulum Merdeka,AB5155,Mardi Wiyata,4,3,"Frater. M. Polikarpus,  BHK, S.E, M.Pd",Ruben Chrisma Santoso,0341 - 567462,1948,77,2010,PLN,150000,10000,61200000000,9840000,,"Tambak Dalam Baru I-C No. 8, Asemrowo, Kec. Asemrowo, Kota Surabaya, Jawa Timur",98400000000,http://www.smpkangeluscustos1.sch.id,1,1,1,313523756,Yoseph Cucun Agustiyo N.,"Vinsensia Deby N.,ST.",smpkac1@gmail.com,342,-7.241500,112.73630
KEC. SIMOKERTO,20532498,SMP MUHAMMADIYAH 1,SMP,SWASTA,"Jl. Simolawang Baru No.25-27 , Simokerto, Kec. Simokerto, Kota Surabaya, Jawa Timur",315045019,031315045019,,,A,340,12,15,5,12,4,2,15,5,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,1966,59,2022,PLN,7700,700,3141600000,6680000,,"Jl. Bhaskara Utara, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",4676000000,http://www.smpm1sby.sch.id,1,1,1,313773624,Iswahyudi,GEA CINTA RASMAWATI,smpmuh1sby@yahoo.com,184,-7.239500,112.74970
KEC. ASEMROWO,20533122,SD KH. MAS ALWI,SD,SWASTA,"Tambak Dalam Baru I-C No. 8, Asemrowo, Kec. Asemrowo, Kota Surabaya, Jawa Timur",315045020,031315045020,,,B,341,12,13,1,6,2,1,13,14,,Kurikulum Merdeka,AB4995,LP. MA'ARIF NU KOTA SURABAYA,31,4,"Drs. MOH. KHOLIL, M.Pd.I",MUHAMMAD SHOLIHUDDIN,315317470,2011,14,2024,PLN,1300,600,530400000,7500000,,"Jl. Teluk Sampit No. 2-B Surabaya, Perak Utara, Kec. Pabean Cantian, Kota Surabaya, Jawa Timur",4500000000,-,0,1,1,317497522,Nur Ainy,NUR FAIZAH,malichahmasalwi@yahoo.co.id,156,-7.248500,112.70730
KEC. MULYOREJO,20533044,SD ISLAM AL AZHAR KELAPA GADING SURABAYA,SD,SWASTA,"Jl. Bhaskara Utara, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315045104,031315045104,930000,,A,385,16,24,6,16,2,1,24,6,,Kurikulum Merdeka,AG3549,YAYASAN AL AZHAR KELAPA GADING,4,4,H. SJAMHUDI,Edi Ruchiyat,214532440,2002,23,2025,PLN,66000,5285,26928000000,15750000,,"Jl. Sutorejo No. 150, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",83238750000,http://www.sby.alazka.sch.id,1,1,1,5938178,Zahrotul Mufidah,Restu Anggada Cipta,infosby@alazka.sch.id,186,-7.268000,112.79920
KEC. PABEAN CANTIAN,20532182,SMKS KAL 2 SURABAYA,SMK,SWASTA,"Jl. Teluk Sampit No. 2-B Surabaya, Perak Utara, Kec. Pabean Cantian, Kota Surabaya, Jawa Timur",315045023,031315045023,,,A,341,14,14,3,10,6,1,12,10,,Kurikulum Merdeka,AB5048,HANG TUAH CABANG SURABAYA,25,6,"Drs. Ambar Kristiyanto, M.Si.",Dio Ichwandoko Moritian,313295486,1989,36,2023,PLN,62000,7602,25296000000,7000000,,"Pakuwon Golf And Family Club, Villa Bukit Regency, Pakuwon Indah Surabaya, Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",53214000000,http://smkkal2sby.sch.id,1,0,1,313283580,Sri Retno Pudjiwahyuni,Sri Retno Pudjiwahyuni,admin@smkkal2sby.sch.id,218,-7.216900,112.72920
KEC. MULYOREJO,20533071,SD MUHAMMADIYAH 8 SURABAYA,SD,SWASTA,"Jl. Sutorejo No. 150, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315045106,031315045106,375000,,A,391,17,22,4,18,3,1,22,4,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,1978,47,2021,PLN,36000,9438,14688000000,15750000,,"Jl. Manyar Kartika No. 48 Rt. 02 Rw. 01, Menur Pumpungan, Kec. Sukolilo, Kota Surabaya, Jawa Timur",148648500000,http://sdm8sby.sch.id,1,1,1,315998179,Siti Jumaliah,"HERMIN TITI PALUPI,SP",sd.muhammadiyah8sdm8@gmail.com,184,-7.260500,112.79070
KEC. SAMBI KEREP,69873972,SMA SURABAYA EUROPEAN SCHOOL,SPK SMA,SWASTA,"Pakuwon Golf And Family Club, Villa Bukit Regency, Pakuwon Indah Surabaya, Lontar, Kec. Sambi Kerep, Kota Surabaya, Jawa Timur",315045107,031315045107,20000000,,A,392,12,3,3,12,5,1,3,4,,Kurikulum Internasional,AI7376,Surabaya European School,5,5,Aulia Widya Esti,Tatiek Christanti Patsari,317391751,2001,24,2014,PLN,160000,1557,0,12350000,,"Jl. Citraraya Unesa Rd. Lidah Wetan Surabaya, Lidah Wetan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",19228950000,http://www.surabayaeuropeanschool.com,1,0,1,317391754,Wie En Dharti,"Rio Aprindo Bama Mestisa, S.Kom",info@surabayaeuropeanschool.com,127,-7.294200,112.66600
KEC. SUKOLILO,69857660,KB LITTLE SUN SCHOOL,KB,SWASTA,"Jl. Manyar Kartika No. 48 Rt. 02 Rw. 01, Menur Pumpungan, Kec. Sukolilo, Kota Surabaya, Jawa Timur",315045108,031315045108,,,A,89,5,7,1,5,0,1,7,9,,Kurikulum Internasional,AK3083,YAYASAN CAHYA HATI IBU,5,5,DJONO ANTOWIYONO,Celerina Kartika Siwi,-,2009,16,2021,PLN,0,0,0,12000000,,"Jl. Ubi Ii / 3 Rt 01 / Rw 05, Jagir, Kec. Wonokromo, Kota Surabaya, Jawa Timur",0,http://littlesunschool.sch.id,1,0,1,5955263,"Ruvianti Chandra, S.Pd",Suhartiningsih,littlesun_sby@yahoo.co.id,145,,
KEC. LAKARSANTRI,20532368,SMA LABSCHOOL UNESA 1,SMA,SWASTA,"Jl. Citraraya Unesa Rd. Lidah Wetan Surabaya, Lidah Wetan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315045109,031315045109,550000,,A,392,12,13,2,12,6,1,16,9,,Kurikulum Merdeka,AE6563,Yayasan Dharma Wanita Universitas Negeri Surabaya,11,7,"Dra. Endah Purnomowati, M.Pd",SINTA PUTRI DAMAYANTI,318287521,1994,31,2023,PLN,10000,10000,4080000000,12670000,,"Harvard 4-6 Komplek Tni-Au Simogunung , Putat Jaya, Kec. Sawahan, Kota Surabaya, Jawa Timur",126700000000,http://www.labschool-unesa.com,1,0,1,99428638,"Dewi Purwanti, S.Pd","Bixia Prajna Prabhawa, S.si",smalabschoolunesa@gmail.com,218,-7.299800,112.66420
KEC. WONOKROMO,69763360,TK ISLAM TERPADU AL USWAH 2,TK,SWASTA,"Jl. Ubi Ii / 3 Rt 01 / Rw 05, Jagir, Kec. Wonokromo, Kota Surabaya, Jawa Timur",315045110,031315045110,550000,,A,42,3,4,2,5,0,2,4,2,,Kurikulum Merdeka,,,0,0,-,-,-,2011,14,2020,PLN,2200,360,897600000,16890000,,"Jl. Ikan Mujaer No. 4 Surabaya, Perak Barat, Kec. Krembangan, Kota Surabaya, Jawa Timur",6080400000,-,0,1,1,318411396,SRI OETAMI,Sri Handayani,kbtkitaluswah2@gmail.com,42,,
KEC. SAWAHAN,20562140,TK ANGKASA 4,TK,SWASTA,"Harvard 4-6 Komplek Tni-Au Simogunung , Putat Jaya, Kec. Sawahan, Kota Surabaya, Jawa Timur",315045111,031315045111,,,A,47,2,1,1,3,0,0,1,3,,Kurikulum Merdeka,AG9137,Yayasan Ardhya Garini Cabang Lanud Muljono,3,2,MELLY PUSPA WARDHANI,Yohan Ahmad Arfianto,031-8667711,2012,13,2023,PLN,1400,1134,571200000,16040000,,"Raya Kupang Indah I No. 3, Dukuh Pakis, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",18189360000,-,0,0,1,81230223019,YUNI WIDYA ASTUTI,PINGKY WIDIANTO SINGGIH,k2.juandatk4@gmail.com,198,,
KEC. KREMBANGAN,20561479,TK KEMALA BHAYANGKARI III,TK,SWASTA,"Jl. Ikan Mujaer No. 4 Surabaya, Perak Barat, Kec. Krembangan, Kota Surabaya, Jawa Timur",315045112,031315045112,,,B,34,2,2,1,2,0,0,1,2,,Kurikulum Merdeka,AA0760,Yayasan Kemala Bhayangkari,22,5,DIANA AHMAD DOFIRI,Adzani Alwianto,021-7393686,2012,13,2023,PLN,900,400,367200000,9840000,,"Jl. Bulak Banteng Wetan Xiv / 1-3 Surabaya, Sidotopo Wetan, Kec. Kenjeran, Kota Surabaya, Jawa Timur",3936000000,-,0,0,1,313537423,SITI NUR ROBITTOH,PONISAH,tkkemalabhayangkari3sby@gmail.com,137,,
KEC. DUKUH PAKIS,20532753,SMP KRISTEN GLORIA 1,SMP,SWASTA,"Raya Kupang Indah I No. 3, Dukuh Pakis, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315045027,031315045027,,,A,342,12,27,6,20,3,1,26,5,,Kurikulum Merdeka,AW8325,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,HERLAMBANG JAYA,Geraldo Pandega Latumahina,317346901,1996,29,2021,PLN & DIESEL,554999,12000,226439592000,24000000,,"Jl. Lebak Jaya Utara 126 Surabaya, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",288000000000,http://www.gloriaschool.org,1,1,1,317312531,Lily Tjahjani A.j.,Alexander Tiksna Febriasto,tusmp1_3@gloriaschool.org,287,-7.278900,112.70600
KEC. KENJERAN,20561346,TK AISYIYAH 55,TK,SWASTA,"Jl. Bulak Banteng Wetan Xiv / 1-3 Surabaya, Sidotopo Wetan, Kec. Kenjeran, Kota Surabaya, Jawa Timur",315045114,031315045114,,,A,68,4,4,1,4,0,0,4,5,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2006,19,2024,PLN,10000,360,4080000000,9390000,,"Jl. Tenggilis Timur Viii No. 10 - 16, Tenggilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya, Jawa Timur",3380400000,-,0,0,1,313736439,ITA ISWANDARI,ITA ISWANDARI,tkaisyiyah55surabaya@gmail.com,184,,
KEC. TAMBAKSARI,20561098,TK TRIGUNA BHAKTI I,TK,SWASTA,"Jl. Lebak Jaya Utara 126 Surabaya, Gading, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315045115,031315045115,,,B,99,6,6,1,6,0,1,6,5,,Kurikulum Merdeka,AE6918,YAYASAN PANCAWATI MANDIRI,1,1,DARWATI RAHAYU,RIZALATU ROSIDAH,Belum Tersedia,2011,14,2020,PLN,1300,524,530400000,8570000,,"Jl. Simpang Darmo Permai Utara Vii / 11, Prada Kalidendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",4490680000,-,0,0,1,87855422299,SRI INDAHWATI,"Rizalatu Rosidah, S.Sy",-,99,,
KEC. TENGGILIS MEJOYO,69812753,KB ISLAM AL IKHLAS,KB,SWASTA,"Jl. Tenggilis Timur Viii No. 10 - 16, Tenggilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya, Jawa Timur",315045116,031315045116,,,A,26,2,2,1,2,0,1,2,2,,Kurikulum Merdeka,AH1104,Al Ikhlas Tenggilis Mejoyo Surabaya,1,1,Eri Ardianto,,318492808,2015,10,2023,PLN,1300,1400,530400000,10000000,,"Jl. Sarpawisesa Wonosari Ujung , Ujung, Kec. Semampir, Kota Surabaya, Jawa Timur",14000000000,-,0,1,1,318492808,Misbahul Ilmiyah,Unun Najiyah,kbtk.aliklhas@gmail.com,26,,
KEC. DUKUH PAKIS,20558878,TKS KARITAS III,TK,SWASTA,"Jl. Simpang Darmo Permai Utara Vii / 11, Prada Kalidendal, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315045117,031315045117,,,A,58,4,4,1,9,0,0,4,5,,Kurikulum Merdeka,AN2291,YOHANNES GABRIEL,38,5,Drs. Cornelius Triwidya Tjahja Utama,ERIC LEON LOUHENAPESSY,031-99535811,,,,PLN,23000,2538,9384000000,24000000,,"Jl. Medokan Asri 74 - 80, Medokan Ayu, Kec. Rungkut, Kota Surabaya, Jawa Timur",60912000000,-,0,0,1,317310969,TRIVINA ERVIANTI,Cornelia Martha Timu,tkkaritas3sby@gmail.com,149,,
KEC. SEMAMPIR,20561636,TK HANG TUAH 3,TK,SWASTA,"Jl. Sarpawisesa Wonosari Ujung , Ujung, Kec. Semampir, Kota Surabaya, Jawa Timur",315045118,031315045118,,,A,87,4,4,1,8,0,0,4,5,,Kurikulum Merdeka,AB5048,HANG TUAH CABANG SURABAYA,25,6,"Drs. Ambar Kristiyanto, M.Si.",Dio Ichwandoko Moritian,313295486,2001,24,2019,PLN,3500,18090,1428000000,6670000,,"Jl. Raya Darmo Permai Iii/42 , Suko Manunggal, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",120660300000,-,0,0,1,313718069,SUCI RAHAYU,"Feri Retno Istiyari, S.Pd",tkhangtuah3sby.jaya@gmail.com,218,,
